measurement_index,rtt_seconds
0,1.7664496410016
1,1.7387655980001
2,1.7283349560002534
3,1.7401778109997394
4,1.7279766920000839
5,1.7373489149995294
6,1.7442586930010293
7,1.7377096529999108
8,1.731535453000106
9,1.7329767090013775
10,1.7670548890000646
11,1.7389391599990631
12,1.7325414730003104
13,1.732290757001465
14,1.7297251050003979
15,1.7270877410010144
16,1.7365134689989645
17,1.7319111729993892
18,1.7289001179997285
19,1.7286328909995063
