measurement_index,rtt_seconds
0,1.084178762999727
1,1.0853124790010042
2,1.0850006750006287
3,1.0772497670004668
4,1.077021961000355
5,1.08196496599885
6,1.0888388019993727
7,1.0812012429996685
8,1.0828895140002714
9,1.071744019000107
10,1.0854457559998991
11,1.078817720999723
12,1.0836626899999828
13,1.081402715000877
14,1.0809381540002505
15,1.081264189000649
16,1.0855047959994408
17,1.0767001140011416
18,1.0735375700005534
19,1.0927945580006053
