measurement_index,rtt_seconds
0,0.2593106940003054
1,0.2663562140005524
2,0.26166191800075467
3,0.27049645599981886
4,0.2662070730002597
5,0.262662986999203
6,0.2651295640007447
7,0.2624802020000061
8,0.2666766729998926
9,0.2701346060002834
10,0.2660859450006683
11,0.27784315399912884
12,0.2672435709991987
13,0.27397541499885847
14,0.26981220499874325
15,0.2634396289995493
16,0.26958086299964634
17,0.2741960570001538
18,0.27015530000062427
19,0.2705995609994716
