measurement_index,rtt_seconds
0,1.0722477120016265
1,1.085864141001366
2,1.081406192999566
3,1.0849685299999692
4,1.0815831549989525
5,1.0814727649994893
6,1.088723418999507
7,1.073648827999932
8,1.0766977350012894
9,1.0734094570016168
10,1.0854545659985888
11,1.0894351249989995
12,1.0850275289994897
13,1.0856757849996939
14,1.0887548730006529
15,1.0813531140011037
16,1.081819811999594
17,1.085454137000852
18,1.0810737359988707
19,1.0849275550008315
