measurement_index,rtt_seconds
0,0.27420076099951984
1,0.2666823950003163
2,0.2696584929999517
3,0.26231828299933113
4,0.2708621759993548
5,0.2697704080001131
6,0.27047055500042916
7,0.27043586099898675
8,0.2696136669983389
9,0.26603487499960465
10,0.2703141299989511
11,0.27797915099836246
12,0.2709534759997041
13,0.2624591910007439
14,0.2703153860002203
15,0.2625390379998862
16,0.2620146789995488
17,0.2622254210000392
18,0.26620056699903216
19,0.2657235300011962
