measurement_index,rtt_seconds
0,1.0841395400002511
1,1.0738523070012889
2,1.0767706199985696
3,1.07744088400068
4,1.085595258999092
5,1.0850658990002557
6,1.0812388240010478
7,1.085512285000732
8,1.0772482600004878
9,1.0768895679993875
10,1.0858205560016359
11,1.0886826969999674
12,1.0857948239990947
13,1.089527199001168
14,1.0766199720001168
15,1.0858334620006644
16,1.0852848979993723
17,1.07650058299987
18,1.0773731779991067
19,1.0736112659997161
