measurement_index,rtt_seconds
0,1.7358543970003666
1,1.7423694900007831
2,1.730136443999072
3,1.7300596380009665
4,1.7388960579992272
5,1.7289220889997523
6,1.7403285599993978
7,1.736324440998942
8,1.7405649159991299
9,1.741643347999343
10,1.7524855049996404
11,1.7443746170010854
12,1.7287050060003821
13,1.7444600960006937
14,1.736395754998739
15,1.7582715489988914
16,1.7318369799995708
17,1.728780067000116
18,1.739956039999015
19,1.732236218998878
