measurement_index,rtt_seconds
0,1.0720094120006252
1,1.0728327189990523
2,1.0766610660011793
3,1.0813994000000093
4,1.0896433340003568
5,1.0855842520013539
6,1.0772993840000709
7,1.0892539300002682
8,1.0894142079996527
9,1.076798416001111
10,1.0857205829997838
11,1.081379969000409
12,1.0811471750002966
13,1.0811398630012263
14,1.0772876720002387
15,1.0892775529991923
16,1.08572162100063
17,1.0765878559996054
18,1.0817897680008173
19,1.0810707879991241
