measurement_index,rtt_seconds
0,9.354048249000698
1,1.8720984489991679
2,5.6230910400008725
3,1.867837387999316
4,5.565441594999356
5,5.566828056000304
6,1.8755855889994564
7,3.7354421880008886
8,7.515209232999041
9,3.7322403240013955
10,1.8832720899990818
11,1.8715986600000178
12,3.719224561000374
13,5.545532493000792
14,1.867186720999598
15,1.8715308060000098
16,1.8799844779987325
17,1.880259618999844
18,5.623647315000198
19,5.599009568999463
