measurement_index,rtt_seconds
0,1.222553904999586
1,2.3966045649995067
2,1.2081620019998809
3,1.2155335179995745
4,1.2047088719991734
5,7.393186154000432
6,1.2041450179985986
7,1.2163287080002192
8,2.404208613999799
9,1.200177499998972
10,3.579596848998335
11,2.3996155410004576
12,1.2087645250012429
13,2.387886401000287
14,6.065427719999207
15,5.12690898099936
16,1.2082061429991882
17,1.2038353549996827
18,3.596285067000281
