measurement_index,rtt_seconds
0,1.8699655079999502
1,1.8635697480003728
2,1.8636895440013177
3,1.8598355059984897
4,1.8629872540004726
5,1.8677369790002558
6,1.8646175639987632
7,1.858864719999474
8,1.8677143860004435
9,1.875630350999927
10,1.8595758989995375
11,1.8670704550004302
12,1.8679170859995793
13,1.8673201329984295
14,1.8599367990009341
15,1.8632901550008683
16,1.8721981620001316
17,1.8636305849995551
18,1.8669743290010956
19,1.8595107509991067
