measurement_index,rtt_seconds
0,1.0833884090006904
1,1.0853916790001676
2,1.069670954000685
3,1.0852332869999373
4,1.077333171000646
5,1.0762959620005859
6,1.073811909000142
7,1.0851809940013482
8,1.0772529120004037
9,1.0808237679993908
10,1.081233811999482
11,1.077554923000207
12,1.0813262530009524
13,1.0890100150008948
14,1.0858843919995707
15,1.0769528959990566
16,1.080708419000075
17,1.0817279419989063
18,1.0733762569998362
19,1.081247620000795
